label,texto
IMPRECISO,Todos os meus concorrentes  têm uma rejeição de 50% 60%
VERDADEIRO,Ele Joel Malucelli não está sendo investigado a empresa está sendo investigada
FALSO,Eu nunca ataquei banqueiros
FALSO,Os portugueses nem pisavam na África na época da escravidão
IMPRECISO,Por ocasião da votação ação penal do mensalão o Joaquim Barbosa foi muito claro: disse que eu fui o único deputado da base aliada que não fui comprado pelo PT
EXAGERADO,Eu tenho uns 500 projetos apresentados
FALSO,Eu nunca disse isso que queria ser vice do Aécio
EXAGERADO,O Trump resgatou o emprego
VERDADEIRO,JUST OUT: 39% Unemployment 4% is Broken! In the meantime WITCH HUNT!
VERDADEIRO,O Trump diminuiu a carga tributária
VERDADEIRO,Ciro Gomes foi parlamentar por quatro anos e além de não aprovar nada ele apresentou zero projetos
DISTORCIDO,Está no site do governo: Lula doou R$ 25 milhões a grupos terroristas
INSUSTENTÁVEL,As mulheres estão morrendo Sobretudo as mulheres mais pobres e negras São quatro que morrem por dia por abortos precários
VERDADEIRO,Imposto sobre herança o máximo no Brasil é 8% Nos Estados Unidos é 40%
VERDADEIRO,Quem tem carro pagou IPVA no começo do ano Quem tem jatinho helicóptero e iate não paga um real de imposto
DISTORCIDO,Pesquisa aponta Lula com mais de 40 pontos e vitória no primeiro turno
EXAGERADO,O governo federal não corrige a tabela do SUS há mais de 10 anos
INSUSTENTÁVEL,Nós São Paulo temos mais vaga do que aluno
VERDADEIRO,Se você pegar o orçamento da educação federal apenas 30% é para educação básica
VERDADEIRO,O Brasil tem mais de 16 mil sindicatos E aliás uma outra coisa estranha Dos 16 mil 115 mil mais ou menos são sindicatos de trabalhadores E mais de 5000 patronais
VERDADEIRO,Dívida pública bruta do governo geral é 76% do PIB
INSUSTENTÁVEL,Hoje eu sou bem quisto por 95% do setor produtivo do agronegócio brasileiro
FALSO,Ele Geraldo Alckmin perde em casa São Paulo para mim em toda pesquisa de opinião
VERDADEIRO,Ao longo dos anos praticamente fui recordista de representações para cassar meu mandato de deputado federal pelos mesmos partidos e pelos mesmos parlamentares
IMPRECISO,Quem propôs originariamente esse projeto Lei da Palmada foi o Lula e no projeto originário a pena para o papai e para a mamãe que por ventura fosse reincidente em dar um tapa no bumbum do filho seria o afastamento do lar
VERDADEIRO,Temos 30% de mães solteiras no Brasil
FALSO,Hackers invadem urnas eletrônicas mas TSE insiste que são seguras Você confia?
INSUSTENTÁVEL,Milhares de mulheres hoje têm o exame de mamografia feito anotados nódulos que podem ser benignos ou cancerosos e esperam até três anos com esse terror para fazer uma punção ou biópsia
EXAGERADO,Em 1980 1/3 da riqueza brasileira vinha da indústria de transformação Hoje apenas 11%
VERDADEIRO,Sabem quantos brasileiros meus irmãos e minhas irmãs estão hoje sofrendo a humilhação de terem seus nomes sujos no SPC e Serasa? 63 milhões de brasileiros
IMPRECISO,No Ceará um dos estados mais pobres do Brasil já temos 77 das 100 melhores escolas básicas do Brasil
VERDADEIRO,Essa falta de oportunidade já empurrou outros 32 milhões de brasileiros homens e mulheres de carne e osso para a informalidade
DISTORCIDO,Políticos rejeitam Bolsonaro por este não aceitar se associar a partidos envolvidos em corrpução
FALSO,Me prenderam com uma condenação sem provas em uma sentença que me envia para a prisão por 'atos indeterminados'
EXAGERADO,O desemprego aumenta
VERDADEIRO,a pobreza cresce
VERDADEIRO,A vacinação de crianças cai
INSUSTENTÁVEL,Aumenta o número de pessoas queimadas ao cozinhar com álcool devido ao preço alto do gás de cozinha para as famílias pobres
FALSO,14% dos 18% do ICMS vão direto para USP Unicamp Unesp Fapesp e Centro Paula Souza
EXAGERADO,Saímos de 3 mil alunos para 55 mil alunos em um ano na Univesp
INSUSTENTÁVEL,Aqui em São Paulo nós estamos com 130 mil policiais
VERDADEIRO,Nós temos Oito homicídios para cada 100 mil habitantes em São Paulo
VERDADEIRO,tem lugares no Brasil que é 60 para cada 100 mil a taxa de homicídios
VERDADEIRO,Nós temos 230 mil presos em São Paulo
EXAGERADO,Colocamos aqui a Dronepol a primeira polícia de drone do país Oito drones de alta tecnologia vigiam a cidade 12 horas por dia e enviam imagem para o COPOM
INSUSTENTÁVEL,Mais de 13 mil atendimentos foram feitos em 12 meses nessa área tratamento de dependentes químicos Mais de 1400 foram internados e estão em tratamento clínico agora
VERDADEIRO,São Paulo tem os melhores índices de segurança do país em relação aos homicídios
FALSO,Foi encontrada a cura para a diabetes tipo 2
FALSO,Pedófilos pedem para serem aceitos por ‘comunidade’ LGBT
FALSO,PF descobre ilha de R$ 4 milhões da família Lula
DISTORCIDO,Cai a hipócrita: Odebrecht delata Marina Silva: mais de R$ 1 milhão
EXAGERADO,Paraguai está crescendo quase 7% ao ano
IMPRECISO,uma turma do STJ há pouco tempo decidiu que qualquer coisa que alguém venha falar para um policial que o aborde isso passa a ser liberdade de expressão
VERDADEIRO,Nas últimas provas do Pisa 70% da garotada nossa  não sabe uma regra de três simples
FALSO,a emenda constitucional 81 que relativizou a propriedade privada
FALSO,Eu não tenho nenhuma empresa não sou sócio de ninguém
FALSO,o Brasil tem mais de 14 milhões de cirurgias eletivas pendentes
IMPRECISO,26% da dívida pública 1/4 está vencendo em quatro dias
VERDADEIRO,O Brasil teve 62500 homicídios em 12 meses
IMPRECISO,A minha cidade Sobral tem o melhor Ideb do Brasil
DISTORCIDO,Rejeição a Lula atinge patamar recorde de 57% segundo Datafolha
FALSO,Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção
INSUSTENTÁVEL,Nossa bancada do PC do B é a que tem mais negros e pardos do Congresso Nacional
IMPRECISO,O Brasil é o país que mais mata trans no mundo
EXAGERADO,O Brasil é o campeão de homofobia
VERDADEIRO,70% das crianças não têm acesso às creches
VERDADEIRO,50% das mulheres que são mães de um filho de até um ano não consegue voltar para o mercado de trabalho
FALSO,No Brasil inteiro o ICMS do álcool é 18% ou 25%
VERDADEIRO,o ICMS sobre o álcool em São Paulo é 12%  É o menor imposto do Brasil
IMPRECISO,O trabalhador que aposenta pelo INSS aposenta com R$ 1400 em média O do setor público federal você pode escolher: R$ 8 mil R$ 16 mil ou R$ 27 mil de média
VERDADEIRO,Nós fizemos no ano passado um superávit de R$ 53 bilhões
VERDADEIRO,Saímos de 13 mil assassinatos por ano em 2001 para no ano passado 3503 802 por 100 mil habitantes ano
FALSO,Sérgio Moro afirma: ‘Lula não será presidente aqui nem em lugar algum'
FALSO,BOMBA: PF pode prender todos artistas que receberam dinheiro da Lei Rouanet
FALSO,Moro tinha apelido nas planilhas da Odebrecht: Mazzaropi
FALSO,Papa envia terço a Lula preso político há 67 dias
EXAGERADO,O problema da fila dos exames de imagens foi resolvido
IMPRECISO,Remédio rápido eliminou o déficit de medicamento nas UBS e nas AMAs que era grotesco Tínhamos 15% apenas de medicamentos nas prateleiras dessas farmácias e hoje a média é 94%
VERDADEIRO,Os problemas de cirurgias o Corujão da cirurgia já realizou mais de 41 mil cirurgias de alta e média complexidade
EXAGERADO,Investimos fortemente para reequipar e melhorar a guarda civil
IMPRECISO,Até então em 2014 não havia nenhum tipo de problema que pudesse conferir ao Rodrigo Rocha Loures qualquer tipo de desconfiança
IMPRECISO,Não recebi recursos da JBS nem da Odebrecht nem de nenhuma construtora
IMPRECISO,São 34 roubos ou assaltos em uma hora
IMPRECISO,A realidade é que durante essa uma hora  pelo menos uma mulher vai ter sido violentada
VERDADEIRO,A indústria de transformação que representava acima de 20% do PIB
VERDADEIRO,hoje são esses 12%
VERDADEIRO,Eu fui eleito com 60% dos votos sobre primeira eleição para presidência da Fiesp e a minha última reeleição foi por unanimidade dos votos
None,As refinarias da Petrobras estão operando com 70% da sua capacidade
VERDADEIRO,e se voltou a velha lógica colonial de exportar petróleo cru e importar derivado
FALSO,Radical é nós termos 63 milhões famílias sem casa
INSUSTENTÁVEL,ao mesmo tempo em que nós temos 79 milhões de imóveis abandonados
FALSO,Radical é nós termos seis bilionários com mais renda e patrimônio do que 100 milhões de pessoas
CONTRADITÓRIO,Comigo o programa será mantido Vou deixar isso claro em um programa de governo Quero combater essa 'fake news' de que vou acabar com o programa
FALSO,Ciro Gomes garante que vai diminuir salários de médicos caso chegue ao Planalto
IMPRECISO,US$ 1 investido na educação infantil significa um retorno de US$ 6 a 7
EXAGERADO,O Fundo Monetário Internacional frisou que de 90 países 50 deles adotam uma política de teto de gastos porque é necessário o controle dos gastos públicos
VERDADEIRO,Nós tivemos um referendo em que 63% da população optou por revogar o artigo 35 que diz respeito à venda de armas
FALSO,A indústria brasileira já respondeu a 27% das gerações de empregos os manufaturados Hoje próximo de 10%
VERDADEIRO,Temos 60000 homicídios por ano
FALSO,Sérgio Moro descobre doença grave e triste notícia abala o Brasil!
FALSO,Subtraia quem estava em serviço e quem estava à paisana Vai ser o menor índice de mortes cometidas por policiais em toda a história
EXAGERADO,São Paulo tem o menor ICMS para diesel no Brasil
IMPRECISO,Elas USP Unicamp e Unesp abrem 21 mil vagas por ano 
FALSO,Dia 31 a partir das 8 horas da manhã nós iremos intervir Nós iremos destituir o presidente junto com o Congresso Nacional e o Judiciário
FALSO,O déficit da Previdência é real só que ele não é de R$ 180 bilhões ele foi R$ 25 bilhões R$ 30 bilhões
IMPRECISO,Nós importamos 80 de cada 100 remédios que consumimos
FALSO,Metade do orçamento brasileiro de tudo que se arrecada de imposto é despesa financeira juro e rolagem de dívida
IMPRECISO,Nós temos o melhor Ideb do Brasil em Sobral
INSUSTENTÁVEL,Só 8 homicídios em cada 100 são investigados
IMPRECISO,Eu sou campeão de superávit primário
FALSO,O PT é o maior partido do país
VERDADEIRO,PT conta com a maior preferência partidária do país 20% do Brasil
IMPRECISO,O PT tem a maior bancada federal
FALSO,A Petrobras hoje tomou a decisão de diminuir o refino de petróleo no Brasil Você vai olhar 2016 e 2017 e agora
FALSO,A polícia de São Paulo é a que mais morre nos confrontos
FALSO,O reservatório do Cantareira neste momento está abaixo do que esteve quando iniciou a crise hídrica em 2015
IMPRECISO,Se você observar tem apenas 13% das escolas estaduais com verdadeiras bibliotecas
FALSO,Urgente! Presidente Temer pode apresentar carta renúncia
FALSO,Clamor: 94% da sociedade brasileira quer uma intervenção militar
VERDADEIRO,Os que não têm prerrogativa de foro estão sendo condenados e os que têm não
VERDADEIRO,Eu sou a favor do controle do gasto público  Desde 2010 eu propunha gastar metade do crescimento do PIB
IMPRECISO,Em torno de 50% do preço dos combustíveis tem a ver com tributação
VERDADEIRO,Eu não tinha R$ 2 milhões para dar para a campanha em 2014
IMPRECISO,Em relação ao casamento entre pessoas do mesmo sexo em relações homoafetivas isso já está assegurado pela lei com uma decisão do Conselho Nacional de Justiça
IMPRECISO,O desmatamento subiu de 2012 pra cá em torno de 37%
INSUSTENTÁVEL,Nós estamos perdendo 30% da produção agrícola em função do mau funcionamento de estradas
EXAGERADO,O problema é uma reforma da Previdência draconiana como o Temer tentou fazer Você dizer que uma pessoa vai ter que passar 49 anos para poder receber a aposentadoria integral 25 anos contribuindo para poder se aposentar por tempo de serviço não é razoável
FALSO,A gente não tem um dia de atraso São Paulo não atrasou um dia nada de salário
VERDADEIRO,Eu tenho 40 anos de vida pública
IMPRECISO,Não é razoável ter 131 milhões de desempregados
EXAGERADO,Nós perdemos quase 7% do PIB em três anos
EXAGERADO,Eu tenho de 6% a 12% das intenções de voto
VERDADEIRO,Quem assumir o governo ano que vem vai enfrentar um grande problema Vai chegar a 75% a dívida pública federal
VERDADEIRO,No ano passado nós fechamos o ano com taxa de 802 homicídios por 100 mil habitantes Nós estamos com 76 praticamente hoje
VERDADEIRO,A vítima da violência é o jovem do sexo masculino e com baixa escolaridade
FALSO,Senadora petista é a favor do aborto porque o bebê pode nascer com sinusite ou rinite
FALSO,Os deputados da Assembleia Legislativa do Rio aprovaram em votação um projeto de lei que prevê o pagamento de vale-transporte e auxílio financeiro adicional para os parentes de presos nos deslocamentos para visitas às unidades prisionais do Estado
INSUSTENTÁVEL,Só 8 de cada cem homicídios são investigados
IMPRECISO,40 policiais foram assassinados neste ano no Rio de Janeiro
FALSO,37 milhões trabalhando sem carteira assinada
VERDADEIRO,Não tem um sequer preso do PSDB na Lava Jato
FALSO,A taxa de juro do governo é de 65% -- a maior do mundo
VERDADEIRO,60 milhões de pessoas estão com nome no SPC
FALSO,uma informalidade que é majoritária hoje
FALSO,O orçamento executado ano passado: de cada R$ 100 executado documentalmente R$ 5170 foram juros para banco
IMPRECISO,A Previdência já consome 13% do nosso PIB
EXAGERADO,Mais do que o Japão que é uma população três vezes mais velha que a brasileira
VERDADEIRO,A crise fiscal profunda que já impacta a extrema pobreza
FALSO,já impacta a taxa de mortalidade infantil
VERDADEIRO,impacta o desemprego fortemente
IMPRECISO,Nós temos hoje uma despesa o Estado que gasta de salário para algumas categorias e na média dá salários 67% maiores do que o setor privado
FALSO,1977 - Arena
VERDADEIRO,1982 - PDS
IMPRECISO,1986 - PMDB
IMPRECISO,1988 - PSDB
IMPRECISO,1998 - PPS
IMPRECISO,2003 - PSB
IMPRECISO,2014 - PROS
VERDADEIRO,2015 - PDT
FALSO,Sem qualquer aviso prévio Exército começa a fiscalizar senadores em Brasília
FALSO,Bolsonaro recebe R$ 184 milhões para proteger Michel Temer e atacar o PT!
FALSO,De todos os parlamentares ele foi o que recebeu a quantia maior em emendas
INSUSTENTÁVEL,Todas as matérias-primas utilizadas na produção de alimentos incluindo as geneticamente modificadas são previamente avaliadas pelas autoridades competentes e consideradas seguras para consumo humano e animal Assim a informação sobre a transgenia se presta a garantir o direito de escolha sem de nenhuma forma afetar a saúde do consumidor
FALSO,O Brasil é o único país do mundo a adotar um símbolo de alerta em produtos aprovados para consumo humano
INSUSTENTÁVEL,As normas brasileiras não se baseiam em nenhum precedente internacional ao instituir o símbolo
INSUSTENTÁVEL,Tem mais casa sem gente que gente sem casa no Brasil
EXAGERADO,Há estimativas de tributaristas de economistas que a tributação de lucros e dividendos pode chegar a 2% do PIB a R$ 120 bilhões de arrecadação
INSUSTENTÁVEL,Morrem quatro mulheres por dia no Brasil em decorrência de abortos mal feitos
VERDADEIRO,12 milhão de famílias voltaram a cozinhar à lenha
VERDADEIRO,Quem tem um carro paga o IPVA no começo do ano Quem tem jatinho um helicóptero iate não paga R$ 1 de imposto no Brasil
VERDADEIRO,Em 2016 o Joesley recebeu mais de R$ 100 milhões da JBS
FALSO,Ele pagou menos de R$ 300 mil de impostos
VERDADEIRO,o equivalente a menos de 05%
INSUSTENTÁVEL,Todos os números apontam que ele Joaquim Barbosa está muito bem situado A gente tem pesquisa com a foto dele com a imagem que a pessoa lembra quem ele era e aí vai a 18 20 pontos Ele fica pau a pau ali com os principais nomes
IMPRECISO,A eleição de São Paulo na capital nas últimas três pelo menos tinham vários nomes na frente no começo que depois nunca chegaram a ser o principal nome
IMPRECISO,São Paulo a capital deu 58 59 de homicídios para cada 100 mil habitantes Miami hoje é 12 por 100 mil
EXAGERADO,A energia cada vez fica mais barata
FALSO,O Bradesco foi o maior doador da minha campanha
VERDADEIRO,Fui eleito com Quase 80% dos votos
VERDADEIRO,Essa inadimplência de mais de R$ 400 bilhões na Previdência
VERDADEIRO,Foi a nona campanha mais barata do país
FALSO,Se for proporcional a voto eu tenho certeza que minha campanha foi a mais barata
VERDADEIRO,Das 50 cidades mais violentas do mundo 11 estão no Nordeste brasileiro
VERDADEIRO,De R$ 15 trilhão passamos para R$ 49 trilhões no crescimento da dívida pública
VERDADEIRO,Hoje temos 52 milhões de brasileiros abaixo da linha da pobreza
IMPRECISO,A metade dos brasileiros sobrevive com um salário mínimo
VERDADEIRO,15 milhões de brasileiros sobrevivem com até R$ 136 por mês
VERDADEIRO,Para registrar uma patente leva-se 11 anos
IMPRECISO,para registrar um defensivo agrícola sete anos
INSUSTENTÁVEL,Há mais de 10 anos eu abro mão do auxílio moradia de 5 mil e 500 reais mês
INSUSTENTÁVEL,Esse Estatuto do Desarmamento não melhorou ao contrário a violência cresceu avassaladoramente no país Uma demonstração de que ele foi infrutífero
EXAGERADO,e os 15 mil reais da verba indenizatória também abro mão
IMPRECISO,O projeto do salário mínimo já está encaminhado e será o maior salário mínimo da nossa história
VERDADEIRO,O Brasil está crescendo
IMPRECISO,e a cada dia estamos criando mais postos e mais oportunidades
IMPRECISO,Veja o exemplo do trabalhador do campo que com seu esforço diário ajudou o país a sair da recessão e com suas safras recordes coloca comida mais barata na mesa de todos os outros trabalhadores
EXAGERADO,Felizmente também eu gasto muito pouco em campanha  Gastei uma soma insignificante absolutamente declarada na Justiça Eleitoral
VERDADEIRO,Eu fiz quase 80% dos votos do Paraná 
VERDADEIRO,Meu suplente deixou a empresa em 2012 Ele não está sendo investigado A empresa sim ele não
IMPRECISO,Olha nós temos 149 empresas estatais federais  30% dessas empresas estatais federais foram criadas durante o governo do PT
VERDADEIRO,Nós temos hoje 52 milhões de brasileiro abaixo da linha da pobreza
VERDADEIRO,Temos aí 100 milhões de brasileiros sem acesso a saneamento básico 35 milhões sem acesso à água tratada 17 milhões sem acesso à coleta de lixo
IMPRECISO,Está errado no Brasil dar quatro graus de jurisdição ao julgamento de um crime comum sem repercussão constitucional nenhuma que justifique isso
FALSO,Nenhum país do mundo moderno tem isso Todos exaurem o julgamento de crime comum em dois graus
EXAGERADO,O medo campeia no país 647 mil homicídios em 12 meses
INSUSTENTÁVEL,ante uma absoluta incapacidade de investigação de homicídios que só chega a 8%
VERDADEIRO,60 milhões de brasileiros estão com o nome sujo no SPC e no Serasa
INSUSTENTÁVEL,É o maior endividamento das famílias da história brasileira
VERDADEIRO,Só o Brasil e a Estônia não cobram imposto sobre lucros e dividendos
EXAGERADO,O ex-presidente Fernando Henrique  aumenta a carga tributária de 27% para 365% do PIB
IMPRECISO,Falo da menor inflação  de todos os tempos
VERDADEIRO,dos menores juros de todos os tempos
IMPRECISO,que protegem o dinheiro do trabalhador seu poder de compra
IMPRECISO,com mais crédito
VERDADEIRO,Falo da volta do crescimento econômico
IMPRECISO,e do projeto do maior salário mínimo da história
VERDADEIRO,colhemos as duas maiores safras do Brasil
IMPRECISO,Os postos de trabalho estão ressurgindo São quase 2 milhões nesses últimos tempos
EXAGERADO,A reforma da Previdência realmente precisa focar em 1 milhão de superaposentadorias que representam mais de 3/4 do déficit total Esse 1 milhão de aposentadorias produziram déficit de R$ 15 trilhão nos últimos dez anos
IMPRECISO,A minha experiência é de gerador de empregos como 15° maior empregador do Brasil
IMPRECISO,Existe dinheiro para pagar contracheques a servidores públicos salário de R$ 1 milhão R$ 500 mil
INSUSTENTÁVEL,Uma reforma trabalhista de verdade que já está mostrando a que veio
VERDADEIRO,Janeiro foi o melhor janeiro em seis anos Fevereiro também com aumento de empregos
VERDADEIRO,Existem pensionistas herdeiras de combatentes da Guerra do Paraguai
IMPRECISO,48% de eleitores ainda não têm em quem votar
IMPRECISO,Na #VilaKennedy área escolhida como projeto piloto do GIF o mês de março apresentou destaques: letalidade violenta registrou menor número para o mês de março desde o início da série histórica
IMPRECISO,Em relação ao seu Paulo Vieira de Souza ele não é do PSDB acho que ele nem é filiado ao partido
IMPRECISO,Eu entreguei no ano passado inúmeras estações de metrô Entreguei antes de deixar o governo mais seis estações de metrô E o Márcio França que assumiu o governo vai entregar mais 16 até o fim do ano
IMPRECISO,O metrô tem 50 anos Em 50 anos foram feitas 60 estações Nós em oito anos até dezembro vamos deixar 29 estações Ou seja 50% do que existia
VERDADEIRO,Olha eu já fiz a reforma da Previdência aqui em São Paulo em 2011 no primeiro ano e fui reeleito aliás no primeiro turno O que é que nós fizemos? Nós fizemos o regime igual no setor privado Até o teto do INSS o governo paga Até o teto do INSS não tem mudança Acima disso o governo não pagará é previdência complementar E aí não é mais benefício definido é contribuição definida
VERDADEIRO,Aqui não teve desajuste fiscal aqui teve superávit
FALSO,aqui não teve atraso de pagamento de salário
EXAGERADO,aqui teve reajuste
VERDADEIRO,Em São Paulo nós saímos de 13 mil homicídios para 3503
IMPRECISO,Não há razão para o trabalhador da agricultura da indústria dos serviços ter um teto de R$ 5 mil não poder aposentar acima disso e ter em média R$ 1391 de aposentadoria
VERDADEIRO,O setor público ter aposentadoria de R$ 40 mil sem cálculo atuarial
EXAGERADO,Tivemos redução de 30% dos cargos em comissão
FALSO,Realizamos o maior Carnaval de rua do Brasil
VERDADEIRO,17 novos CTAs foram disponibilizados ampliando a rede de atendimento para população em alta vulnerabilidade
EXAGERADO,385 mil títulos de propriedades foram entregues
EXAGERADO,35 mil unidades habitacionais foram viabilizadas
VERDADEIRO,iniciou-se a primeira PPP municipal de habitação com a publicação de edital com 12 lotes para a produção de até 32 mil unidades habitacionais
IMPRECISO,O Corujão da Saúde reduziu drasticamente as filas de atendimento e consultas em atrasos e criou um modelo de solução de desafios políticos que não necessitou de obras licitações e concursos
VERDADEIRO,com a realização de mais de 17 milhão de exames
IMPRECISO,Facilitamos a abertura de empresas por meio do programa Empreenda Fácil O processo anterior levava em média mais de 100 dias e exigia a peregrinação entre órgãos municipais estaduais e federais Agora é possível obter todas as autorizações em até 5 dias
VERDADEIRO,Atualmente temos 120 pontos de acesso de wi-fi localizados em praças e parques da cidade Embora o Plano de Metas preveja a duplicação da rede de conexão nossa intenção é ir além e disponibilizar mais de 500 localidades
EXAGERADO,Quem não sente a dor de ter mais de 200 deputados e senadores investigados na Lava Jato escondidos atrás do foro privilegiado?
IMPRECISO,são sete ministros de Temer investigados
VERDADEIRO,30 mil jovens são assassinados no Brasil todos os anos
FALSO,Me condenaram Sem provas só com convicção
CONTRADITÓRIO,Sempre apoiei a Lava Jato
VERDADEIRO,Em 1986 eu fui o deputado constituinte mais votado da história deste país
INSUSTENTÁVEL,Vamos fortalecer a agricultura familiar que é responsável por 70% do alimentação desse país
VERDADEIRO,fui o presidente que mais construiu universidades
FALSO,Fui o único presidente da República sem ter um diploma universitário
IMPRECISO,Indiquei quatro procuradores-gerais da República
INSUSTENTÁVEL,O Brasil Foi o último país do mundo a ter uma universidade Todos os países mais pobres tiveram Porque eles não queriam que a juventude brasileira estudasse
INSUSTENTÁVEL,Quanto mais eles me atacam mais cresce a minha relação com o povo brasileiro
EXAGERADO,São 66 mil homicídios por ano no Brasil — Luís Roberto Barroso ministro do STF
VERDADEIRO,50% da população carcerária não está presa pelos dois tipos de crime que afligem a sociedade brasileira: violência e corrupção — Luís Roberto Barroso ministro do STF
VERDADEIRO,O Brasil é o país com maior número de homicídios do mundo — Luís Roberto Barroso ministro do STF
VERDADEIRO,Nesse momento o número de homicídios é mais que a guerra na Síria— Luís Roberto Barroso ministro do STF
VERDADEIRO,E como observou o ministro Dias Toffoli são pobres negros e geralmente mortes violentas por arma de fogo É uma tragédia brasileira — Luís Roberto Barroso ministro do STF
INSUSTENTÁVEL,Não vão a júri nem 5% dos homicídios do Brasil — Dias Toffoli ministro do STF
IMPRECISO,Veja o caso da ação penal 470 que é chamada mensalão Com todos os méritos e esforços do ministro Joaquim Barbosa  ainda assim levou cerca de seis anos para o julgamento
VERDADEIRO,A Petrobras reconheceu naquele famoso balanço R$ 6 bilhões de custos de propina
VERDADEIRO,Existe a previsão constitucional de que os subsídios dos magistrados deveriam ser reajustados anualmente E isso não ocorre há três anos
VERDADEIRO,A grande maioria das pessoas que fizeram acordo de colaboração são pessoas que estavam em liberdade
INSUSTENTÁVEL,A grande maioria quase totalidade das prisões preventivas decretadas foram mantidas no tribunal foram mantidas no STJ e uma boa parte foi igualmente mantida pelo STF
IMPRECISO,Em 23 de outubro de 2009 portanto são oito anos e meio a numeração do habeas corpus em de mais de 100 anos de corte constitucional estava em 99 mil — Dias Toffoli ministro do Supremo
VERDADEIRO,hoje a numeração do habeas corpus está em 154500 — Dias Toffoli ministro do Supremo
VERDADEIRO,ou seja em 9 anos  tivemos 50% daquilo que houve em mais de 100 anos — Dias Toffoli ministro do Supremo
INSUSTENTÁVEL,99% dos casos levados à primeira turma são habeas corpus — Luiz Fux ministro do Supremo
FALSO,Com toda as divergências que tem a esquerda temos mais de 60% dos votos juntos
INSUSTENTÁVEL,Os agricultores familiares são responsáveis por 70% da produção que vai à mesa do brasileiro
VERDADEIRO,Quando deixei a Presidência tinha 87% de bom e ótimo
IMPRECISO,diferente do presidente de hoje que tem 93% de rejeição
FALSO,Engravidou aos 16 anos
FALSO,Ex-esposa do Marcinho VP
FALSO,Eleita pelo Comando Vermelho
FALSO,E ela foi eleita pelo Comando Vermelho A favela bancou ela O tráfico o tráfico bancou ela o tráfico colocou ela lá dentro
FALSO,Está na Constituição o casamento entre homem e mulher E ponto final Se duas mulheres resolvem morar junto que sejam felizes mas casamento está na Constituição
VERDADEIRO,10% do PIB do mundo vem do turismo
FALSO,A emenda constitucional 81 relativizou a propriedade privada  O primeiro grande passo para o fim da propriedade privada
IMPRECISO,Temos em torno de 150 estatais no Brasil
FALSO,O Brasil em janeiro deste ano pela primeira vez na sua história empurrou para a informalidade para o biscate para a humilhação de correr do rapa nas ruas das cidade aí a fora a maioria do povo trabalhador
VERDADEIRO,Pela primeira vez a quantidade de gente na informalidade no biscate se virando para levar algum honestamente pra casa é maior do que a quantidade de trabalhadores formais
INSUSTENTÁVEL,O Brasil no ano passado 2017 assistiu  matarem 64700 jovens
VERDADEIRO,Neste dia 127 milhões de brasileiros sadios para o trabalho amanheceram desempregados no Brasil
EXAGERADO,O ano passado o Brasil teve o menor quantidade sic de dinheiro gasto na agenda do povo E ainda assim terminamos o ano com mais de 140 bilhões de reais de buraco nas contas do governo
FALSO,Em todo o ano de 2004 e nos dez meses de 2005 período em que as restrições à posse e ao porte de arma vigoraram antes do referendo mesmo com forte campanha de desarmamento  os índices de homicídio não sofreram redução Em 2003 de acordo com o 'Mapa da Violência 2011' estudo nacional mais completo disponível sobre o assunto ocorreram no Brasil mais de 50 mil homicídios número semelhante ao verificado em 2004 e não divergente dos registrados nos anos seguintes
VERDADEIRO,mesmo com forte campanha de desarmamento na qual se recolheu aproximadamente meio milhão de armas 
IMPRECISO,Voltando aos números do Mapa da Violência desta vez em sua edição mais recente edição 2012 tem-se que dos 27 brasileiros os homicídios depois da vigência do estatuto cresceram em nada menos do que 20
VERDADEIRO,Realizada tal consulta a proibição foi rejeitada pela população brasileira com esmagadora maioria de votos num total de quase 60 milhões marca superior às alcançadas pelos presidentes eleitos pelo voto democrático
INSUSTENTÁVEL,Após a promulgação do Estatuto do Desarmamento o comércio de armas de fogo e munição caiu 90% no país dadas às quase intransponíveis dificuldades burocráticas que foram impostas para a aquisição desses produtos Dos 2400 estabelecimentos especializados registrados pela polícia federal no ano 2000 sobravam apenas 280 em 2008
FALSO,Emblemática é a comparação direta entre os Estados que mais recolheram armas e os índices de homicídio Nas campanhas de desarmamento Alagoas e Sergipe foram os campeões em recolhimento de armas Desde então o primeiro se tornou também o estado campeão de homicídios no país e o segundo quadruplicou suas taxas nessa modalidade de crime
INSUSTENTÁVEL,Aliás os números mais recentes da polícia de São Paulo mostram um assustador crescimento nos índices de latrocínio em residências evidenciando que os criminosos não só passaram a invadir muito mais os lares do cidadão mesmo com ele e sua família dentro como também impiedosamente passaram a assassiná-los naquele que deveria ser o seu reduto de segurança o lar
FALSO,A própria ONU mesmo sendo a mãe da tese de desarmamento através do mais amplo e profundo estudo já realizado sobre homicídios em âmbito global – o Global Study on Homicide – United Nations Office on Drugs and Crime – pela primeira vez na História reconheceu que não se pode estabelecer relação direta entre o acesso legal da população às armas de fogo e os índices de homicídio
FALSO,Na mais recente decisão de um governo sobre o assunto o Canadá abandonou um sistema implantado há 14 anos para o registro de todas as armas longas do país tornando-o a partir de agora dispensável simplesmente porque se comprovou com a experiência prática que as armas do cidadão não cometem crimes É o mundo evoluindo no tratamento do assunto mesmo em nações que um dia foram exemplos globais do ideal desarmamentista
FALSO,O nosso sistema carcerário nos últimos 16 anos cresceu 171%
